name,height,team,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,aerialWon,duelLost,duelWon,totalClearance,totalTackle,fouls,minutesPlayed,touches,rating,possessionLostCtrl,expectedAssists
Virgil van Dijk,193,Liverpool,73,69,3,2,0,5,1,7,11,2,1,90,91,7.6,4,0.0321577
